時間,温度
2019-01-19 16:23:20.446077,68.98
2019-01-19 16:23:21.450335,62.4
2019-01-19 16:23:22.453076,19.16
2019-01-19 16:23:23.456715,6.77
2019-01-19 16:23:24.460983,83.78
2019-01-19 16:23:25.463072,2.3
2019-01-19 16:23:26.467263,65.95
2019-01-19 16:23:27.473436,56.75
2019-01-19 16:23:28.479347,78.04
2019-01-19 16:23:29.483300,16.28
2019-01-19 16:23:30.486901,78.43
2019-01-19 16:23:31.491899,48.91
2019-01-19 16:23:32.496434,17.01
2019-01-19 16:23:33.502189,88.42
2019-01-19 16:23:34.503940,91.65
2019-01-19 16:23:35.516105,69.26
2019-01-19 16:23:36.520237,76.35
2019-01-19 16:23:37.526456,55.66
2019-01-19 16:23:38.531491,60.93
2019-01-19 16:23:39.536379,41.47
2019-01-19 16:23:40.542536,66.66
2019-01-19 16:23:41.547707,40.51
2019-01-19 16:23:42.549628,79.75
2019-01-19 16:23:43.553951,74.22
2019-01-19 16:23:44.560683,5.87
2019-01-19 16:23:45.565088,53.09
2019-01-19 16:23:46.568364,42.29
2019-01-19 16:23:47.573476,83.36
2019-01-19 16:23:48.578643,78.51
2019-01-19 16:23:49.582703,20.49
2019-01-19 16:23:50.584232,73.41
2019-01-19 16:23:51.587722,89.0
2019-01-19 16:23:52.592369,29.15
2019-01-19 16:23:53.594307,6.47
2019-01-19 16:23:54.599409,13.22
2019-01-19 16:23:55.605412,76.78
2019-01-19 16:23:56.612803,43.56
2019-01-19 16:23:57.616378,3.19
2019-01-19 16:23:58.618821,95.01
2019-01-19 16:23:59.621631,56.9
2019-01-19 16:24:00.625957,48.02
2019-01-19 16:24:01.629183,74.56
2019-01-19 16:24:02.634430,86.47
2019-01-19 16:24:03.639218,59.13
2019-01-19 16:24:04.644984,39.31
2019-01-19 16:24:05.651191,82.4
2019-01-19 16:24:06.655837,26.93
2019-01-19 16:24:07.659027,14.92
2019-01-19 16:24:08.661850,50.87
2019-01-19 16:24:09.665637,82.34
2019-01-19 16:24:10.671732,7.38
2019-01-19 16:24:11.676333,9.31
2019-01-19 16:24:12.678739,21.37
2019-01-19 16:24:13.682531,81.91
2019-01-19 16:24:14.684080,12.58
2019-01-19 16:24:15.689409,8.56
2019-01-19 16:24:16.692062,69.12
2019-01-19 16:24:17.695413,6.77
2019-01-19 16:24:18.700435,51.0
2019-01-19 16:24:19.705098,75.75
2019-01-19 16:24:20.706915,21.07
2019-01-19 16:24:21.711593,44.32
2019-01-19 16:24:22.717984,99.08
2019-01-19 16:24:23.719468,66.01
2019-01-19 16:24:24.723250,31.03
2019-01-19 16:24:25.727233,60.51
2019-01-19 16:24:26.732865,36.91
2019-01-19 16:24:27.739361,85.13
2019-01-19 16:24:28.743229,71.6
2019-01-19 16:24:29.746935,71.58
2019-01-19 16:24:30.752309,26.39
2019-01-19 16:24:31.754184,86.29
2019-01-19 16:24:32.758136,48.3
2019-01-19 16:24:33.762934,68.74
2019-01-19 16:24:34.771750,15.42
2019-01-19 16:24:35.776292,92.58
2019-01-19 16:24:36.782676,91.3
2019-01-19 16:24:37.788543,95.57
2019-01-19 16:24:38.791603,19.61
2019-01-19 16:24:39.797759,5.46
2019-01-19 16:24:40.801058,40.14
2019-01-19 16:24:41.803718,63.79
2019-01-19 16:24:42.810011,86.35
2019-01-19 16:24:43.813036,15.28
2019-01-19 16:24:44.816420,95.01
2019-01-19 16:24:45.820250,72.68
2019-01-19 16:24:46.824744,52.79
2019-01-19 16:24:47.829881,66.77
2019-01-19 16:24:48.835923,96.76
2019-01-19 16:24:49.838657,52.77
2019-01-19 16:24:50.840891,38.44
2019-01-19 16:24:51.843626,42.36
2019-01-19 16:24:52.848387,21.8
2019-01-19 16:24:53.851911,41.13
2019-01-19 16:24:54.857178,23.98
2019-01-19 16:24:55.858792,15.0
2019-01-19 16:24:56.863732,15.55
2019-01-19 16:24:57.865624,32.21
2019-01-19 16:24:58.870429,99.43
2019-01-19 16:24:59.874546,89.28
2019-01-19 16:25:00.880241,65.05
2019-01-19 16:25:01.883231,59.71
2019-01-19 16:25:02.887779,55.85
2019-01-19 16:25:03.891752,26.08
2019-01-19 16:25:04.892988,48.64
2019-01-19 16:25:05.899264,8.73
2019-01-19 16:25:06.905764,5.66
2019-01-19 16:25:07.911418,29.31
2019-01-19 16:25:08.916901,57.03
2019-01-19 16:25:09.918631,41.79
2019-01-19 16:25:10.923003,55.87
2019-01-19 16:25:11.926226,88.44
2019-01-19 16:25:12.930191,97.09
2019-01-19 16:25:13.931736,97.75
2019-01-19 16:25:14.938174,33.84
2019-01-19 16:25:15.941524,9.65
2019-01-19 16:25:16.943194,30.72
2019-01-19 16:25:17.947579,75.32
2019-01-19 16:25:18.953907,52.72
2019-01-19 16:25:19.959846,81.92
2019-01-19 16:25:20.962643,53.91
2019-01-19 16:25:21.965009,82.94
2019-01-19 16:25:22.969554,77.38
2019-01-19 16:25:23.971463,92.66
2019-01-19 16:25:24.973263,24.19
2019-01-19 16:25:25.975631,62.39
2019-01-19 16:25:26.980530,26.12
2019-01-19 16:25:27.987265,24.85
2019-01-19 16:25:28.990809,34.79
2019-01-19 16:25:29.995516,81.41
2019-01-19 16:25:31.001255,79.68
2019-01-19 16:25:32.005150,9.68
2019-01-19 16:25:33.011712,34.43
2019-01-19 16:25:34.019089,84.07
2019-01-19 16:25:35.027671,24.67
2019-01-19 16:25:36.031679,62.39
2019-01-19 16:25:37.035465,55.83
2019-01-19 16:25:38.039550,61.74
2019-01-19 16:25:39.041631,72.88
2019-01-19 16:25:40.045563,22.53
2019-01-19 16:25:41.050509,44.06
2019-01-19 16:25:42.052110,15.0
2019-01-19 16:25:43.057483,82.84
2019-01-19 16:25:44.062359,94.4
2019-01-19 16:25:45.068268,72.66
2019-01-19 16:25:46.074059,89.45
2019-01-19 16:25:47.079295,4.97
2019-01-19 16:25:48.080930,72.21
2019-01-19 16:25:49.085321,84.41
2019-01-19 16:25:50.088759,11.76
2019-01-19 16:25:51.091917,57.13
2019-01-19 16:25:52.096957,47.6
2019-01-19 16:25:53.101945,18.59
2019-01-19 16:25:54.108477,13.85
2019-01-19 16:25:55.113221,65.92
2019-01-19 16:25:56.118850,28.98
2019-01-19 16:25:57.121119,77.16
2019-01-19 16:25:58.126351,55.56
2019-01-19 16:25:59.133324,56.35
2019-01-19 16:26:00.137671,97.23
2019-01-19 16:26:01.143827,72.95
2019-01-19 16:26:02.147504,89.53
2019-01-19 16:26:03.154178,93.64
2019-01-19 16:26:04.160785,5.65
2019-01-19 16:26:05.170391,20.92
2019-01-19 16:26:06.173649,23.21
2019-01-19 16:26:07.179183,87.22
2019-01-19 16:26:08.183214,80.74
2019-01-19 16:26:09.187235,58.22
2019-01-19 16:26:10.190745,27.51
2019-01-19 16:26:11.196028,44.99
2019-01-19 16:26:12.203277,28.89
2019-01-19 16:26:13.209336,34.5
2019-01-19 16:26:14.214993,77.52
2019-01-19 16:26:15.219841,34.63
2019-01-19 16:26:16.223946,68.26
2019-01-19 16:26:17.227871,87.32
2019-01-19 16:26:18.232999,97.49
2019-01-19 16:26:19.235512,50.2
2019-01-19 16:26:20.239019,21.0
2019-01-19 16:26:21.243463,78.14
2019-01-19 16:26:22.247560,23.37
2019-01-19 16:26:23.253548,13.98
2019-01-19 16:26:24.256265,6.55
2019-01-19 16:26:25.260598,6.1
2019-01-19 16:26:26.262397,4.89
2019-01-19 16:26:27.265885,0.15
2019-01-19 16:26:28.268735,11.74
2019-01-19 16:26:29.271669,73.54
2019-01-19 16:26:30.273910,27.65
2019-01-19 16:26:31.277160,61.03
2019-01-19 16:26:32.278739,63.87
2019-01-19 16:26:33.283454,80.8
2019-01-19 16:26:34.284948,26.37
2019-01-19 16:26:35.290682,84.08
2019-01-19 16:26:36.295678,34.06
2019-01-19 16:26:37.302194,76.51
2019-01-19 16:26:38.308686,52.54
2019-01-19 16:26:39.313684,56.21
2019-01-19 16:26:40.319741,33.91
2019-01-19 16:26:41.322421,91.95
2019-01-19 16:26:42.326803,38.05
2019-01-19 16:26:43.332743,61.46
2019-01-19 16:26:44.337255,68.84
2019-01-19 16:26:45.339815,52.34
2019-01-19 16:26:46.345233,68.53
2019-01-19 16:26:47.350584,77.66
2019-01-19 16:26:48.353202,60.68
2019-01-19 16:26:49.359132,21.2
2019-01-19 16:26:50.360919,61.41
2019-01-19 16:26:51.366380,68.29
2019-01-19 16:26:52.372613,16.2
2019-01-19 16:26:53.379759,8.71
2019-01-19 16:26:54.383887,61.62
2019-01-19 16:26:55.391333,95.11
2019-01-19 16:26:56.396881,88.71
2019-01-19 16:26:57.401554,12.49
2019-01-19 16:26:58.407524,27.86
2019-01-19 16:26:59.412215,7.9
2019-01-19 16:27:00.413703,39.43
2019-01-19 16:27:01.415275,73.89
2019-01-19 16:27:02.420414,54.33
2019-01-19 16:27:03.425860,85.56
2019-01-19 16:27:04.427495,23.85
2019-01-19 16:27:05.431004,78.52
2019-01-19 16:27:06.433985,8.22
2019-01-19 16:27:07.439919,2.39
2019-01-19 16:27:08.442537,46.57
2019-01-19 16:27:09.443933,6.68
2019-01-19 16:27:10.448463,49.32
2019-01-19 16:27:11.454600,25.69
2019-01-19 16:27:12.458287,16.46
2019-01-19 16:27:13.463421,14.05
2019-01-19 16:27:14.468226,82.85
2019-01-19 16:27:15.474302,73.69
2019-01-19 16:27:16.479526,77.64
2019-01-19 16:27:17.484157,78.93
2019-01-19 16:27:18.489927,84.08
2019-01-19 16:27:19.494469,2.39
2019-01-19 16:27:20.496077,35.71
2019-01-19 16:27:21.499498,3.03
2019-01-19 16:27:22.506254,79.67
2019-01-19 16:27:23.512407,31.33
2019-01-19 16:27:24.517243,84.47
2019-01-19 16:27:25.521774,57.37
2019-01-19 16:27:26.526441,72.77
2019-01-19 16:27:27.531877,31.84
2019-01-19 16:27:28.534200,48.94
2019-01-19 16:27:29.539579,15.38
2019-01-19 16:27:30.544481,36.71
2019-01-19 16:27:31.549713,95.92
2019-01-19 16:27:32.551870,53.7
2019-01-19 16:27:33.554825,39.22
2019-01-19 16:27:34.560860,2.8
2019-01-19 16:27:35.567301,81.09
2019-01-19 16:27:36.572061,78.97
2019-01-19 16:27:37.574858,62.62
2019-01-19 16:27:38.580635,90.81
2019-01-19 16:27:39.587245,48.76
2019-01-19 16:27:40.593124,49.7
2019-01-19 16:27:41.598942,75.62
2019-01-19 16:27:42.605230,0.78
2019-01-19 16:27:43.609577,52.08
2019-01-19 16:27:44.614401,50.86
2019-01-19 16:27:45.617295,71.65
2019-01-19 16:27:46.619665,9.35
2019-01-19 16:27:47.625060,71.75
2019-01-19 16:27:48.627417,6.84
2019-01-19 16:27:49.630831,13.78
2019-01-19 16:27:50.634337,3.45
2019-01-19 16:27:51.635877,70.11
2019-01-19 16:27:52.639987,97.79
2019-01-19 16:27:53.646137,49.84
2019-01-19 16:27:54.649703,20.13
2019-01-19 16:27:55.651643,39.15
2019-01-19 16:27:56.656739,56.14
2019-01-19 16:27:57.661079,93.52
2019-01-19 16:27:58.664599,36.94
2019-01-19 16:27:59.670889,0.55
2019-01-19 16:28:00.675476,81.22
2019-01-19 16:28:01.680741,29.56
2019-01-19 16:28:02.685255,71.1
2019-01-19 16:28:03.689188,62.17
2019-01-19 16:28:04.694067,67.0
2019-01-19 16:28:05.697466,31.41
2019-01-19 16:28:06.702903,91.62
2019-01-19 16:28:07.706146,96.44
2019-01-19 16:28:08.709476,3.94
2019-01-19 16:28:09.712123,6.13
2019-01-19 16:28:10.717616,23.57
2019-01-19 16:28:11.720491,71.93
2019-01-19 16:28:12.722567,56.32
2019-01-19 16:28:13.728993,61.87
2019-01-19 16:28:14.733674,37.85
2019-01-19 16:28:15.738452,43.6
2019-01-19 16:28:16.743912,20.78
2019-01-19 16:28:17.745652,35.38
2019-01-19 16:28:18.746766,5.03
2019-01-19 16:28:19.749577,87.43
2019-01-19 16:28:20.753125,34.52
2019-01-19 16:28:21.757099,32.56
2019-01-19 16:28:22.763621,8.1
2019-01-19 16:28:23.766823,65.63
2019-01-19 16:28:24.770427,73.69
2019-01-19 16:28:25.771990,81.24
2019-01-19 16:28:26.776568,30.83
2019-01-19 16:28:27.781769,63.37
2019-01-19 16:28:28.785829,48.91
2019-01-19 16:28:29.790436,26.37
2019-01-19 16:28:30.796999,85.43
2019-01-19 16:28:31.802264,60.7
2019-01-19 16:28:32.808519,84.22
2019-01-19 16:28:33.813909,75.21
2019-01-19 16:28:34.823334,21.0
2019-01-19 16:28:35.827052,23.44
2019-01-19 16:28:36.829243,73.04
2019-01-19 16:28:37.832341,82.47
2019-01-19 16:28:38.837959,90.05
2019-01-19 16:28:39.844444,28.27
2019-01-19 16:28:40.849759,13.59
2019-01-19 16:28:41.855004,6.15
2019-01-19 16:28:42.857007,2.72
2019-01-19 16:28:43.862988,37.8
2019-01-19 16:28:44.866891,32.11
2019-01-19 16:28:45.871297,93.47
2019-01-19 16:28:46.876169,69.41
2019-01-19 16:28:47.881322,21.99
2019-01-19 16:28:48.882945,91.22
2019-01-19 16:28:49.884296,50.47
2019-01-19 16:28:50.890308,59.6
2019-01-19 16:28:51.891948,66.07
2019-01-19 16:28:52.893996,64.28
2019-01-19 16:28:53.897115,86.21
2019-01-19 16:28:54.902733,92.56
2019-01-19 16:28:55.907834,61.38
2019-01-19 16:28:56.910600,82.83
2019-01-19 16:28:57.915703,9.47
2019-01-19 16:28:58.920828,22.13
2019-01-19 16:28:59.923243,22.81
2019-01-19 16:29:00.929341,16.46
2019-01-19 16:29:01.931529,5.54
2019-01-19 16:29:02.936911,83.33
2019-01-19 16:29:03.942334,84.63
2019-01-19 16:29:04.948992,56.72
2019-01-19 16:29:05.955781,17.76
2019-01-19 16:29:06.961937,29.52
2019-01-19 16:29:07.964833,96.19
2019-01-19 16:29:08.971283,8.0
2019-01-19 16:29:09.975959,17.53
2019-01-19 16:29:10.982068,23.08
2019-01-19 16:29:11.983806,97.0
2019-01-19 16:29:12.987845,97.05
2019-01-19 16:29:13.989458,3.27
2019-01-19 16:29:14.991717,86.58
2019-01-19 16:29:15.995351,70.16
2019-01-19 16:29:17.002270,75.74
2019-01-19 16:29:18.008291,28.85
2019-01-19 16:29:19.011023,83.25
2019-01-19 16:29:20.013758,90.19
2019-01-19 16:29:21.018903,17.13
2019-01-19 16:29:22.021660,17.9
2019-01-19 16:29:23.024301,22.71
2019-01-19 16:29:24.027815,56.55
2019-01-19 16:29:25.030760,36.66
2019-01-19 16:29:26.033824,20.44
2019-01-19 16:29:27.035537,89.15
2019-01-19 16:29:28.040448,4.14
2019-01-19 16:29:29.043700,32.6
2019-01-19 16:29:30.048179,5.19
2019-01-19 16:29:31.052782,72.28
2019-01-19 16:29:32.055220,24.88
2019-01-19 16:29:33.061352,98.89
2019-01-19 16:29:34.066358,68.72
2019-01-19 16:29:35.068966,18.55
2019-01-19 16:29:36.074486,33.59
2019-01-19 16:29:37.079538,73.86
2019-01-19 16:29:38.082147,29.77
2019-01-19 16:29:39.087960,47.2
2019-01-19 16:29:40.089761,78.57
2019-01-19 16:29:41.094898,31.75
2019-01-19 16:29:42.101834,37.21
2019-01-19 16:29:43.103258,90.37
2019-01-19 16:29:44.107108,99.47
2019-01-19 16:29:45.112686,98.2
2019-01-19 16:29:46.114462,1.6
2019-01-19 16:29:47.118238,84.44
2019-01-19 16:29:48.120306,79.78
2019-01-19 16:29:49.125117,11.3
2019-01-19 16:29:50.127504,13.55
2019-01-19 16:29:51.129845,32.75
2019-01-19 16:29:52.134435,40.12
2019-01-19 16:29:53.140540,39.75
2019-01-19 16:29:54.145890,0.49
2019-01-19 16:29:55.148349,47.64
2019-01-19 16:29:56.153960,10.97
2019-01-19 16:29:57.155818,29.79
2019-01-19 16:29:58.159294,76.62
2019-01-19 16:29:59.160927,51.74
2019-01-19 16:30:00.163109,45.62
2019-01-19 16:30:01.169771,5.83
2019-01-19 16:30:02.175228,64.12
2019-01-19 16:30:03.181503,18.98
2019-01-19 16:30:04.187232,93.15
2019-01-19 16:30:05.193205,13.9
2019-01-19 16:30:06.198603,96.45
2019-01-19 16:30:07.201467,51.69
2019-01-19 16:30:08.206576,7.02
2019-01-19 16:30:09.210027,32.95
2019-01-19 16:30:10.215633,37.08
2019-01-19 16:30:11.219910,92.22
2019-01-19 16:30:12.222302,99.61
2019-01-19 16:30:13.224276,21.41
2019-01-19 16:30:14.226338,29.17
2019-01-19 16:30:15.227756,13.47
2019-01-19 16:30:16.232980,69.9
2019-01-19 16:30:17.235483,89.26
2019-01-19 16:30:18.242313,70.6
2019-01-19 16:30:19.246203,32.67
2019-01-19 16:30:20.247553,23.81
2019-01-19 16:30:21.252967,7.89
2019-01-19 16:30:22.254209,35.92
2019-01-19 16:30:23.256275,28.49
2019-01-19 16:30:24.260101,56.24
2019-01-19 16:30:25.263824,16.53
2019-01-19 16:30:26.270374,16.79
2019-01-19 16:30:27.275157,18.25
2019-01-19 16:30:28.280175,70.57
2019-01-19 16:30:29.284928,67.58
2019-01-19 16:30:30.290368,28.32
2019-01-19 16:30:31.293109,55.26
2019-01-19 16:30:32.294998,70.03
2019-01-19 16:30:33.300779,93.19
2019-01-19 16:30:34.305062,54.35
2019-01-19 16:30:35.316944,92.1
2019-01-19 16:30:36.320344,81.14
2019-01-19 16:30:37.325444,66.56
2019-01-19 16:30:38.331616,94.87
2019-01-19 16:30:39.336041,93.78
2019-01-19 16:30:40.338810,36.99
2019-01-19 16:30:41.343572,66.23
2019-01-19 16:30:42.346093,80.74
2019-01-19 16:30:43.352189,20.07
2019-01-19 16:30:44.357979,30.16
2019-01-19 16:30:45.363142,96.75
2019-01-19 16:30:46.367608,8.17
2019-01-19 16:30:47.370378,17.4
2019-01-19 16:30:48.373898,5.55
2019-01-19 16:30:49.378492,49.42
2019-01-19 16:30:50.384810,16.42
2019-01-19 16:30:51.391673,96.35
2019-01-19 16:30:52.397143,36.82
2019-01-19 16:30:53.400881,1.22
2019-01-19 16:30:54.404420,26.54
2019-01-19 16:30:55.406605,68.27
2019-01-19 16:30:56.411403,73.1
2019-01-19 16:30:57.416473,54.24
2019-01-19 16:30:58.420811,88.14
2019-01-19 16:30:59.423739,51.56
2019-01-19 16:31:00.425914,54.29
2019-01-19 16:31:01.431347,0.7
2019-01-19 16:31:02.436254,68.09
2019-01-19 16:31:03.443381,79.56
2019-01-19 16:31:04.449619,75.84
2019-01-19 16:31:05.460361,21.7
2019-01-19 16:31:06.465694,41.31
2019-01-19 16:31:07.471704,15.58
2019-01-19 16:31:08.474574,48.76
2019-01-19 16:31:09.477093,90.21
2019-01-19 16:31:10.479728,14.31
2019-01-19 16:31:11.484511,43.02
2019-01-19 16:31:12.491023,25.62
2019-01-19 16:31:13.493976,98.91
2019-01-19 16:31:14.497582,14.15
2019-01-19 16:31:15.501138,74.67
2019-01-19 16:31:16.506241,25.35
2019-01-19 16:31:17.510892,58.86
2019-01-19 16:31:18.516162,73.01
2019-01-19 16:31:19.521232,50.3
2019-01-19 16:31:20.528059,93.66
2019-01-19 16:31:21.531750,51.64
2019-01-19 16:31:22.537349,21.83
2019-01-19 16:31:23.542488,13.64
2019-01-19 16:31:24.547368,64.46
2019-01-19 16:31:25.552217,27.57
2019-01-19 16:31:26.556699,3.41
2019-01-19 16:31:27.563847,37.73
2019-01-19 16:31:28.565471,42.41
2019-01-19 16:31:29.568556,65.06
2019-01-19 16:31:30.576167,58.68
2019-01-19 16:31:31.582545,36.79
2019-01-19 16:31:32.584852,63.37
2019-01-19 16:31:33.590147,61.83
2019-01-19 16:31:34.597977,76.88
2019-01-19 16:31:35.601309,95.59
2019-01-19 16:31:36.606105,76.33
2019-01-19 16:31:37.611154,86.22
2019-01-19 16:31:38.613332,57.75
2019-01-19 16:31:39.616814,99.43
2019-01-19 16:31:40.623174,0.64
2019-01-19 16:31:41.626471,66.98
2019-01-19 16:31:42.632803,81.88
2019-01-19 16:31:43.636805,36.12
2019-01-19 16:31:44.643310,41.29
2019-01-19 16:31:45.650062,33.01
2019-01-19 16:31:46.656502,40.85
2019-01-19 16:31:47.658644,48.44
2019-01-19 16:31:48.664043,91.81
2019-01-19 16:31:49.669627,47.98
2019-01-19 16:31:50.675481,42.52
2019-01-19 16:31:51.677903,26.08
2019-01-19 16:31:52.683004,32.91
2019-01-19 16:31:53.686669,75.65
2019-01-19 16:31:54.690835,52.03
2019-01-19 16:31:55.696144,93.82
2019-01-19 16:31:56.702630,74.86
2019-01-19 16:31:57.708866,11.33
2019-01-19 16:31:58.714468,33.54
2019-01-19 16:31:59.720134,9.03
2019-01-19 16:32:00.725283,2.82
2019-01-19 16:32:01.733684,63.7
2019-01-19 16:32:02.737503,38.0
2019-01-19 16:32:03.740715,82.1
2019-01-19 16:32:04.749819,7.91
2019-01-19 16:32:05.755921,92.94
2019-01-19 16:32:06.762276,98.23
2019-01-19 16:32:07.767811,75.11
2019-01-19 16:32:08.770877,97.97
2019-01-19 16:32:09.775550,7.06
2019-01-19 16:32:10.781380,77.52
2019-01-19 16:32:11.784181,20.88
2019-01-19 16:32:12.788942,32.05
2019-01-19 16:32:13.790968,46.62
2019-01-19 16:32:14.794641,51.35
2019-01-19 16:32:15.797865,21.38
2019-01-19 16:32:16.803756,6.0
2019-01-19 16:32:17.809885,21.43
2019-01-19 16:32:18.815187,5.16
2019-01-19 16:32:19.819950,80.32
2019-01-19 16:32:20.822931,63.03
2019-01-19 16:32:21.828490,37.1
2019-01-19 16:32:22.830065,72.66
2019-01-19 16:32:23.836835,47.45
2019-01-19 16:32:24.841760,75.95
2019-01-19 16:32:25.843848,34.04
2019-01-19 16:32:26.846952,72.31
2019-01-19 16:32:27.848441,64.49
2019-01-19 16:32:28.852576,62.83
2019-01-19 16:32:29.856347,2.08
2019-01-19 16:32:30.861624,56.21
2019-01-19 16:32:31.865824,72.86
2019-01-19 16:32:32.871005,55.12
2019-01-19 16:32:33.876031,69.91
2019-01-19 16:32:34.881187,67.83
2019-01-19 16:32:35.882958,7.51
2019-01-19 16:32:36.889406,67.04
2019-01-19 16:32:37.891638,35.93
2019-01-19 16:32:38.894792,84.17
2019-01-19 16:32:39.898561,20.77
2019-01-19 16:32:40.903161,2.47
2019-01-19 16:32:41.907611,35.75
2019-01-19 16:32:42.910442,0.55
2019-01-19 16:32:43.913034,84.57
2019-01-19 16:32:44.916551,85.2
2019-01-19 16:32:45.919632,79.39
2019-01-19 16:32:46.925264,38.88
2019-01-19 16:32:47.931615,27.45
2019-01-19 16:32:48.937605,59.39
2019-01-19 16:32:49.944231,40.06
2019-01-19 16:32:50.948082,23.91
2019-01-19 16:32:51.951371,39.01
2019-01-19 16:32:52.953668,60.37
2019-01-19 16:32:53.955933,2.52
2019-01-19 16:32:54.962592,41.43
2019-01-19 16:32:55.969303,42.31
2019-01-19 16:32:56.973974,41.41
2019-01-19 16:32:57.979153,49.26
2019-01-19 16:32:58.981866,53.21
2019-01-19 16:32:59.987236,28.39
2019-01-19 16:33:00.993019,8.39
2019-01-19 16:33:01.995458,89.05
2019-01-19 16:33:03.000219,9.34
2019-01-19 16:33:04.005970,27.0
2019-01-19 16:33:05.016861,68.62
2019-01-19 16:33:06.021776,73.31
2019-01-19 16:33:07.026806,81.66
2019-01-19 16:33:08.030919,83.65
2019-01-19 16:33:09.033304,93.61
2019-01-19 16:33:10.040053,88.54
2019-01-19 16:33:11.046413,71.9
2019-01-19 16:33:12.048130,59.43
2019-01-19 16:33:13.053281,55.02
2019-01-19 16:33:14.055362,65.89
2019-01-19 16:33:15.061846,55.31
2019-01-19 16:33:16.066521,97.51
2019-01-19 16:33:17.072164,38.5
2019-01-19 16:33:18.074566,11.96
2019-01-19 16:33:19.079882,7.24
2019-01-19 16:33:20.086175,43.03
2019-01-19 16:33:21.092087,62.27
2019-01-19 16:33:22.100144,82.91
2019-01-19 16:33:23.106111,31.6
2019-01-19 16:33:24.111789,63.56
2019-01-19 16:33:25.114341,2.0
2019-01-19 16:33:26.119792,69.33
2019-01-19 16:33:27.124503,68.65
2019-01-19 16:33:28.129214,93.6
2019-01-19 16:33:29.132644,14.11
2019-01-19 16:33:30.134128,3.29
2019-01-19 16:33:31.140219,26.67
2019-01-19 16:33:32.146151,18.95
2019-01-19 16:33:33.152650,57.73
2019-01-19 16:33:34.159251,75.19
2019-01-19 16:33:35.167835,20.58
2019-01-19 16:33:36.172289,7.5
2019-01-19 16:33:37.176216,62.62
2019-01-19 16:33:38.179445,32.73
2019-01-19 16:33:39.185626,40.55
2019-01-19 16:33:40.189119,25.17
2019-01-19 16:33:41.193062,70.93
2019-01-19 16:33:42.198928,31.05
2019-01-19 16:33:43.204573,12.95
2019-01-19 16:33:44.207079,20.52
2019-01-19 16:33:45.212270,21.31
2019-01-19 16:33:46.216403,31.53
2019-01-19 16:33:47.218766,66.77
2019-01-19 16:33:48.225363,27.37
2019-01-19 16:33:49.229523,35.9
2019-01-19 16:33:50.231417,40.72
2019-01-19 16:33:51.234714,95.07
2019-01-19 16:33:52.240809,19.86
2019-01-19 16:33:53.244808,72.67
2019-01-19 16:33:54.247754,72.39
2019-01-19 16:33:55.254041,64.46
2019-01-19 16:33:56.259776,61.44
2019-01-19 16:33:57.265214,11.42
2019-01-19 16:33:58.269583,50.12
2019-01-19 16:33:59.276091,58.77
2019-01-19 16:34:00.278436,52.49
2019-01-19 16:34:01.280553,63.08
2019-01-19 16:34:02.281962,55.08
2019-01-19 16:34:03.288540,46.86
2019-01-19 16:34:04.293333,79.98
2019-01-19 16:34:05.308787,84.63
2019-01-19 16:34:06.312746,86.08
2019-01-19 16:34:07.318159,6.73
2019-01-19 16:34:08.324767,82.73
2019-01-19 16:34:09.328644,79.39
2019-01-19 16:34:10.331197,58.65
2019-01-19 16:34:11.332490,43.0
2019-01-19 16:34:12.335881,21.57
2019-01-19 16:34:13.340585,82.04
2019-01-19 16:34:14.345575,57.52
2019-01-19 16:34:15.352304,84.63
2019-01-19 16:34:16.357531,36.44
2019-01-19 16:34:17.362925,20.71
2019-01-19 16:34:18.364850,78.79
2019-01-19 16:34:19.370656,97.35
2019-01-19 16:34:20.371856,50.08
2019-01-19 16:34:21.377258,46.75
2019-01-19 16:34:22.385615,40.53
2019-01-19 16:34:23.392078,14.24
2019-01-19 16:34:24.397526,79.71
2019-01-19 16:34:25.402916,82.25
2019-01-19 16:34:26.405920,28.25
2019-01-19 16:34:27.410167,50.22
2019-01-19 16:34:28.412117,50.41
2019-01-19 16:34:29.418619,16.91
2019-01-19 16:34:30.423157,67.79
2019-01-19 16:34:31.427181,58.03
2019-01-19 16:34:32.435169,24.07
2019-01-19 16:34:33.441580,48.8
2019-01-19 16:34:34.448067,92.76
2019-01-19 16:34:35.453444,24.62
